0,"['muslimban', 'buildthewall', 'resist', 'maga']","['hatecrimes', 'glenn', 'image', 'kkk', 'bookboost', 'yfc', 'scenes', 'bullshit']"
1,"['hatecrimes', 'glenn', 'image', 'kkk', 'bookboost', 'yfc', 'scenes', 'bullshit']","['spy', 'banged', 'legally', '5stars', 'horoscope', 'bbcan4', 'waddup', 'lanekiffin']"
2,"['spy', 'banged', 'legally', '5stars', 'horoscope', 'bbcan4', 'waddup', 'lanekiffin']","['lorrie', 'katch', 'asschewingsontv', 'lalvsgsw', 'be', 'kellie', 'dancemoves', 'teased']"
