trump,"['confused', 'HoldTheFloor', 'EU', 'Senatefloor']"
maga,"['draintheswamp', 'FakeNews', 'TheResistance', 'Trump']"
resist,[]
confused,"['MyEnglishClass', 'tech', 'NRL', 'UrbanNews']"
HoldTheFloor,"['RIP', 'WatchWBTV', 'NationalWalkingDay', 'pepsi']"
EU,"['cp24', 'BREXIT', 'bbc', 'anza']"
Senatefloor,[]
FakeNews,[]
TheResistance,[]
Trump,[]
