mariascafe,0.8015267175572519
shesbleedingfrom,1.0
americaisawake,0.35374149659863946
telecommunications,0.1313181367690783
cakemaker,0.28257372654155494
idesoftrump,0.2347266881028939
ivorytowers,0.25595238095238093
mom,0.49825783972125437
sleepyme,0.2884882108183079
trupla,0.9854368932038835
verdunluv,0.4986326344576117
frankfield,0.36938031591737547
muslimban,0.22040816326530613
occupy,0.2455470737913486
teamspirit,0.2229299363057325
electorate,0.29354702657106707
torycuts,0.30314157486740106
15l,0.0034602076124567475
warszawa,0.10584677419354839
nomoreobama,0.3401360544217687
refreshing,0.27520661157024795
ahh,0.3011182108626198
ignorant,0.4781123874573114
vets4bernie,0.08359133126934984
charlescelano,0.8968421052631579
wheatridgehighschool,0.09090909090909091
sitdown,0.4875152253349574
favorite,0.1999089253187614
doj,0.281437125748503
buildthewall,0.23070717934928744
delusional,0.34334763948497854
ohight,0.5454545454545454
daily,0.31375579598145287
rotj,0.28752642706131076
maga,0.212646793134598
scorton,0.5959390862944163
courier,0.21155555555555555
cruzfiorina,0.09876543209876543
ovaloffice,0.2937777777777778
faknews,0.5624142661179699
shegothomeontime,1.0
notrealintoxication,0.8888888888888888
admin,0.12394645513138325
brooklynhoe,0.9285714285714286
trump,0.2163639286288378
imfinished,0.49379310344827587
endprohibition,0.2922337870296237
scum,0.4782062028499581
londonbridge,0.20291133656815175
feltlikeiwasthere,0.2948717948717949
rcv,0.23455598455598456
pmsl,0.5404470463012241
минск,0.25636132315521626
disabiltymocking,1.0
confused,0.2170439414114514
bikes,0.09850581073602656
eada,0.2159827213822894
lonewolf,0.23401478903871248
блокадакриму,0.4230769230769231
tra,0.2989384288747346
woodney,0.9752066115702479
магазинчасов,0.9836065573770492
resist,0.23191709844559585
teamaustinandjames,1.0
mtv,0.18947368421052632
ghouls,0.19184430027803523
cie15,0.9433051869722557
litterbug,0.37666088965915656
coward,0.6242508068234209
3d,0.29782608695652174
doomed,0.2936117936117936
isis,0.24751293274970154
lyingliarslie,0.1654601861427094
person,0.21229544449358692
donald_trump,0.2106495026331188
garbage,0.39697751566531514
londonattack,0.4519119351100811
черепашкининдзя,0.7654320987654321
