_divvy_,0
_chinig_,0
_carrot_snapper_,0
_aunt_jemima_,0
_white_trash_,3
_kraut_,4
_chinese_wetback_,0
_abbo_,0
_shine_,47
_buddhahead_,0
_shiner_,0
_charva_,0
_anglo_,0
_knacker_,0
_azn_,6
_coon_,3
_leprechaun_,0
_ginzo_,0
_bluegum_,0
_dink_,0
_skanger_,0
_fob_,7
_banana_bender_,0
_leb_,2
_argie_,0
_black_dago_,0
_retard_,4
_cocoa_puff_,0
_jap_,0
_chigger_,0
_coloured_,7
_spiv_,0
_mick_,2
_skag_,0
_albino_,0
_cracker_,0
_blaxican_,0
_chee_chee_,0
_div_,29
_bog_irish_,0
_cunt_,9
_buckethead_,0
_banana_lander_,0
_cuckservative_,0
_nip_,8
_zippohead_,0
_cheese_eating_surrender_monkey_,0
_tunnel_digger_,0
_fog_nigger_,0
_chunky_,24
_frocio_,0
_hun_,6
_sperg_,0
_trailer_park_trash_,0
_piker_,0
_shant_,0
_spook_,2
_trailer_trash_,0
_mackerel_snapper_,0
_merkin_,0
_bubble_,26
_four_by_two_,0
_moke_,0
_beaner_shnitzel_,0
_ching_chong_,0
_chav_,0
_stump_jumper_,0
_boong_,0
_closet_fag_,0
_bong_,6
_burrhead_,0
_eyetie_,2
_christ_killer_,0
_hymie_,0
_oven_dodger_,0
_senga_,0
_wic_,0
_ocker_,0
_dot_head_,0
_khazar_,0
_wigger_,0
_cotton_picker_,0
_cab_nigger_,0
_guinea_,2
_dogan_,0
_cave_nigger_,0
_fresh_off_the_boat_,0
_border_nigger_,0
_dingo_fucker_,0
_buckra_,0
_muzzie_,0
_boxhead_,0
_goober_,0
_millie_,0
_buffie_,0
_abo_,9
_bumblebee_,0
_beach_nigger_,0
_camel_fucker_,0
_hayseed_,0
_bog_hopper_,0
_pikey_,0
_amo_,2
_jhant_,0
_heretic_,0
_greaseball_,0
_mung_,0
_heinie_,0
_buk_buk_,0
_boonga_,0
_steek_,0
_honyock_,0
_sooty_,0
_celestial_,2
_bix_nood_,0
_gwat_,0
_dyke_,5
_cripple_,0
_buck_,32
_boonie_,0
_brownie_,4
_wiggerette_,0
_coon_ass_,0
_trash_,40
_yardie_,0
_idiot_,134
_lebbo_,0
_cow_kisser_,0
_domes_,2
_hillbilly_,0
_soup_taker_,0
_proddy_dog_,0
_ice_monkey_,0
_conspiracy_theorist_,3
_scanger_,0
_honyak_,0
_zipperhead_,0
_caublasian_,0
_black_barbie_,0
_coolie_,0
_heeb_,0
_mong_,0
_higger_,0
_chili_shitter_,0
_dogun_,0
_snout_,3
_guido_,0
_butterhead_,0
_bog_jumper_,0
_bounty_bar_,0
_beaner_,0
_queen_,80
_jant_,0
_rube_,0
_zip_,14
_border_hopper_,0
_smoked_irishman_,0
_beaney_,0
_camel_jacker_,0
_hoser_,0
_hoe_,6
_jihadi_,29
_pussy_,38
_queer_,5
_afro_saxon_,0
_snowflake_,8
_bog_trotter_,0
_bitch_,43
_clamhead_,0
_hunyock_,0
_prod_,24
_angie_,2
_gerudo_,0
_closetfag_,0
_cuck_,4
_scally_,0
_dyke_jumper_,0
_chonky_,0
_smoked_irish_,0
_teapot_,12
_sheeny_,0
_book_book_,0
_plastic_paddy_,0
_bug_eater_,0
_border_bunny_,0
_hebe_,0
_bean_dipper_,0
_ned_,4
_ice_nigger_,0
_scallie_,0
_bunga_,0
_island_nigger_,0
_lowlander_,0
_proddywhoddy_,0
_cocoa_,8
_japie_,0
_anchor_baby_,4
_mil_bag_,0
_paki_,2
_camel_cowboy_,0
_paddy_,2
_paleface_,0
_aunt_mary_,0
_spide_,0
_whigger_,0
_twat_,2
_crow_,11
_bamboo_coon_,0
_lugan_,0
_fag_,3
_finocchio_,0
_bung_,0
_white_nigger_,0
_booner_,0
_eh_hole_,0
_mickey_,8
_fuzzy_wuzzy_,0
_hick_,3
_wasp_,3
_banjo_lips_,0
_dole_bludger_,0
_alligator_bait_,0
_hunky_,0
_aunt_jane_,0
_hoosier_,2
_bitter_clinger_,0
_gurrier_,0
_orangie_,0
_guala_,0
_wigga_,0
_chi_chi_,0
_charver_,0
_blockhead_,0
_camel_jockey_,0
_chug_,0
_slag_,0
_proddywoddy_,0
_chink_,0
_yobbo_,0
_hunyak_,0
_boojie_,0
_guala_guala_,0
_clam_,0
_camel_humper_,0
_border_jumper_,0
_sawney_,0
_redneck_,0
_yob_,3
_tranny_,0
_bogan_,0
_hunkie_,0
_greaser_,0
_squarehead_,0
_conchuda_,0
_mack_,15
_brass_ankle_,0
_shit_kicker_,0
_piky_,0
_boon_,0
_carpet_pilot_,0
_scag_,0
_hebro_,0
_tree_jumper_,0
_russellite_,0
_can_eater_,0
_colored_,10
_spike_,3
_af_,163
_bint_,3
_ape_,0
_african_catfish_,0
_chink_a_billy_,0
_bengali_,0
_retarded_,7
_armo_,0
_bludger_,0
_mickey_finn_,0
_aunt_sally_,0
_chinaman_,0
_africoon_,0
_americoon_,0
_bhrempti_,0
_gew_,2
_faggot_,0
_bans_and_cans_,0
_surrender_monkey_,0
_papist_,0
_buckwheat_,0
_limey_,0
